id,group,td_name,common_name,python,glsl,type,scope,kind,status,note,evidence,evidence_urls
S164,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_NUM_ENV_LIGHTS,Environment Light Count,,TD_NUM_ENV_LIGHTS,巨集／條件,編譯期 MAT,編譯環境,待擴充,環境燈數量，與一般燈分開。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S165,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_NUM_CAMERAS,,,TD_NUM_CAMERAS,巨集／條件,編譯期 MAT,編譯環境,數量部分已作長度契約,本次 batch 相機數，非整個 Render 的相機總數。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S166,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_ENV_LIGHTS_ARRAY_SIZE,,,TD_ENV_LIGHTS_ARRAY_SIZE,巨集／條件,編譯期 MAT,編譯環境,待擴充,環境燈 storage buffer 配置長度；不自行假設等同 TD_NUM_ENV_LIGHTS。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S167,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_NUM_COLOR_BUFFERS,Color Buffer Count,,TD_NUM_COLOR_BUFFERS,巨集／條件,編譯期 MAT,編譯環境,待擴充,依 MAT Render 配置的輸出數；TOP 同名支援需另驗證，不由此推定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S168,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_VERTEX_SHADER,,,TD_VERTEX_SHADER,巨集／條件,編譯期 MAT／宿主生成,編譯環境,待擴充,編譯 stage 條件。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S169,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_GEOMETRY_SHADER,,,TD_GEOMETRY_SHADER,巨集／條件,編譯期 MAT／宿主生成,編譯環境,待擴充,編譯 stage 條件。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S170,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_PIXEL_SHADER,,,TD_PIXEL_SHADER,巨集／條件,編譯期 MAT／宿主生成,編譯環境,待擴充,編譯 stage 條件。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S171,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_COMPUTE_SHADER,,,TD_COMPUTE_SHADER,巨集／條件,編譯期 宿主生成,編譯環境,待擴充,編譯 stage 條件；不代表 MAT 有 Compute stage。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S172,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_RENDER_TOP,,,TD_RENDER_TOP,巨集／條件,編譯期 MAT,編譯環境,待擴充,當前處於 Render TOP render context，可作 image output guard。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S173,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_PICKING_ACTIVE,,,TD_PICKING_ACTIVE,巨集／條件,編譯期 MAT,編譯環境,待擴充,Picking shader permutation；不應轉成即時 Uniform。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S174,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert,,,vTDPickVert,TDPickVertex,MAT Picking／V,輸出 payload,待擴充,可寫的 picking payload，非自動可讀 source；TDWritePickingValues 初始化後才做自訂覆寫。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S175,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.sopSpacePosition,,,vTDPickVert.sopSpacePosition,vec3,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S176,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.worldSpacePosition,,,vTDPickVert.worldSpacePosition,vec3,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S177,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.camSpacePosition,,,vTDPickVert.camSpacePosition,vec3,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S178,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.sopSpaceNormal,,,vTDPickVert.sopSpaceNormal,vec3,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S179,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.worldSpaceNormal,,,vTDPickVert.worldSpaceNormal,vec3,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S180,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.camSpaceNormal,,,vTDPickVert.camSpaceNormal,vec3,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S181,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.uv,,,vTDPickVert.uv,vec3[1],MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S182,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.instanceId,,,vTDPickVert.instanceId,flat int,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S183,08 Picking｜宿主互動資料，非一般 Sources,vTDPickVert.color,,,vTDPickVert.color,vec4,MAT Picking／V,輸出 payload,待擴充,完整列入 payload 欄位；保留 TD 名稱，不當作普通場景來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S184,08 Picking｜宿主互動資料，非一般 Sources,vTDCustomPickVert.<attribute>,,,vTDCustomPickVert.<attribute>,依 Render Pick 配置,MAT Picking,輸出 payload,待擴充,自訂 picking attribute 的 payload 家族，不是 Python 變數。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S185,09 GLSL 原生系統值｜不是 TD 特有來源,gl_FragCoord,Fragment Coordinates,,gl_FragCoord,vec4,P,來源,原生規範；未做本輪宿主驗證,window coordinates；不可把完整 vec4 改稱 UV。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S186,09 GLSL 原生系統值｜不是 TD 特有來源,gl_FrontFacing,Front Facing,,gl_FrontFacing,bool,P,來源,原生規範；未做本輪宿主驗證,MAT 建議 TDFrontFacing 包裝；兩者不是無條件等價。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S187,09 GLSL 原生系統值｜不是 TD 特有來源,gl_PointCoord,Point Coordinates,,gl_PointCoord,vec2,P,來源,原生規範；未做本輪宿主驗證,MAT 優先 TDPointCoord 以保留方向修正。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S188,09 GLSL 原生系統值｜不是 TD 特有來源,gl_VertexID,Vertex Index,,gl_VertexID,int,V，GLSL OpenGL 語境,來源,原生規範；未做本輪宿主驗證,Vulkan 語境的 gl_VertexIndex 與 TD wrapper 須核對，不能互換名字後聲稱同義。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S189,09 GLSL 原生系統值｜不是 TD 特有來源,gl_VertexIndex,Vertex Index,,gl_VertexIndex,int,V，GLSL Vulkan 語境,來源,原生規範；未做本輪宿主驗證,與所選 TD backend／版本核對；不是新增支援承諾。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S190,09 GLSL 原生系統值｜不是 TD 特有來源,gl_InstanceID,,,gl_InstanceID,int,V，GLSL OpenGL 語境,來源,原生規範；未做本輪宿主驗證,TD 多相機 instancing 應用 TDInstanceID()。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S191,09 GLSL 原生系統值｜不是 TD 特有來源,gl_InstanceIndex,,,gl_InstanceIndex,int,V，GLSL Vulkan 語境,來源,原生規範；未做本輪宿主驗證,同樣不能繞過 TD 的 instance mapping。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S192,09 GLSL 原生系統值｜不是 TD 特有來源,gl_PrimitiveID,Primitive Index,,gl_PrimitiveID,int,G／P（依 pipeline）,來源,原生規範；未做本輪宿主驗證,primitive 編號，不是 point／vertex index。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S193,09 GLSL 原生系統值｜不是 TD 特有來源,gl_PrimitiveIDIn,Input Primitive Index,,gl_PrimitiveIDIn,int,G,來源,原生規範；未做本輪宿主驗證,geometry stage 的輸入 primitive ID。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S194,09 GLSL 原生系統值｜不是 TD 特有來源,gl_InvocationID,Invocation Index,,gl_InvocationID,int,G（及其他原生 stage）,來源,原生規範；未做本輪宿主驗證,執行索引；依 stage 定義。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S195,09 GLSL 原生系統值｜不是 TD 特有來源,gl_SampleID,Sample Index,,gl_SampleID,int,P／MSAA,來源,原生規範；未做本輪宿主驗證,使用可能改變 per-sample 執行方式，非免費 metadata。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S196,09 GLSL 原生系統值｜不是 TD 特有來源,gl_SamplePosition,Sample Position,,gl_SamplePosition,vec2,P／MSAA,來源,原生規範；未做本輪宿主驗證,像素內 sample 位置。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S197,09 GLSL 原生系統值｜不是 TD 特有來源,gl_SampleMaskIn,,,gl_SampleMaskIn,int[],P／MSAA,來源,原生規範；未做本輪宿主驗證,覆蓋樣本的 bit mask；保留原生名。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S198,09 GLSL 原生系統值｜不是 TD 特有來源,gl_HelperInvocation,,,gl_HelperInvocation,bool,P,來源,原生規範；未做本輪宿主驗證,helper invocation 狀態；不是一般可見像素值。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S199,09 GLSL 原生系統值｜不是 TD 特有來源,gl_NumWorkGroups,Workgroup Count,,gl_NumWorkGroups,uvec3,TOP C,來源,原生規範；未做本輪宿主驗證,dispatch 各軸群組數。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S200,09 GLSL 原生系統值｜不是 TD 特有來源,gl_WorkGroupSize,Workgroup Size,,gl_WorkGroupSize,uvec3 常數,TOP C,來源,原生規範；未做本輪宿主驗證,local size，不是 image resolution。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S201,09 GLSL 原生系統值｜不是 TD 特有來源,gl_WorkGroupID,Workgroup Index,,gl_WorkGroupID,uvec3,TOP C,來源,原生規範；未做本輪宿主驗證,群組座標。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S202,09 GLSL 原生系統值｜不是 TD 特有來源,gl_LocalInvocationID,Local Invocation Index,,gl_LocalInvocationID,uvec3,TOP C,來源,原生規範；未做本輪宿主驗證,群組內 3D index。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S203,09 GLSL 原生系統值｜不是 TD 特有來源,gl_GlobalInvocationID,Global Invocation Index,,gl_GlobalInvocationID,uvec3,TOP C,來源,原生規範；未做本輪宿主驗證,全域 invocation index，不自動等於有效 texture pixel。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S204,09 GLSL 原生系統值｜不是 TD 特有來源,gl_LocalInvocationIndex,Local Linear Index,,gl_LocalInvocationIndex,uint,TOP C,來源,原生規範；未做本輪宿主驗證,群組內一維 index。,G,https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S205,10 附表：運算與宿主函數｜不放入 Sources,TDAlphaTest(),,,TDAlphaTest(),void,MAT P,運算／宿主操作,調查項；非 Sources,宿主 alpha test；不把它列成來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S206,10 附表：運算與宿主函數｜不放入 Sources,TDAttenuateLight(),,,TDAttenuateLight(),float,MAT P,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S207,10 附表：運算與宿主函數｜不放入 Sources,TDAverage(),Average,,TDAverage(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S208,10 附表：運算與宿主函數｜不放入 Sources,TDAxisAngleToQuaternion(),Axis-Angle to Quaternion,,TDAxisAngleToQuaternion(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S209,10 附表：運算與宿主函數｜不放入 Sources,TDBicubicInterpolation(),Bicubic Sample,,TDBicubicInterpolation(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S210,10 附表：運算與宿主函數｜不放入 Sources,TDCheckDiscard(),,,TDCheckDiscard(),void,MAT P,運算／宿主操作,調查項；非 Sources,宿主丟棄片段流程，void side effect。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S211,10 附表：運算與宿主函數｜不放入 Sources,TDCreateRotMatrix(),From-To Rotation,,TDCreateRotMatrix(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S212,10 附表：運算與宿主函數｜不放入 Sources,TDCreateTBNMatrix(),Tangent Basis,,TDCreateTBNMatrix(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S213,10 附表：運算與宿主函數｜不放入 Sources,TDCubeMapToEquirectangular(),Direction to Equirectangular,,TDCubeMapToEquirectangular(),vec2,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S214,10 附表：運算與宿主函數｜不放入 Sources,TDDeform(),Deform Position,,TDDeform(),vec3／vec4,MAT V；依 overload,運算／宿主操作,已有運算入口,依 geometry 的 skinning／instancing，輸出 world space。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S215,10 附表：運算與宿主函數｜不放入 Sources,TDDeformNorm(),Deform Normal,,TDDeformNorm(),vec3,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S216,10 附表：運算與宿主函數｜不放入 Sources,TDDeformVec(),Deform Vector,,TDDeformVec(),vec3,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S217,10 附表：運算與宿主函數｜不放入 Sources,TDDither(),,,TDDither(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,MAT 依 Render TOP 設定；TOP 版本與適用條件另外驗證。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S218,10 附表：運算與宿主函數｜不放入 Sources,TDEnvLightingPBR(),,,TDEnvLightingPBR(),TDPBRResult,MAT P,運算／宿主操作,調查項；非 Sources,指南 signature 同時記載 return struct 與 inout；實作前應以目標 build 編譯核對。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S219,10 附表：運算與宿主函數｜不放入 Sources,TDEquirectangularToCubeMap(),Equirectangular to Direction,,TDEquirectangularToCubeMap(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S220,10 附表：運算與宿主函數｜不放入 Sources,TDExtractRotation(),Extract Rotation,,TDExtractRotation(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S221,10 附表：運算與宿主函數｜不放入 Sources,TDFade(),,,TDFade(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,TD 噪聲 fade 多項式；不是一般可任意替換的 easing。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S222,10 附表：運算與宿主函數｜不放入 Sources,TDFadeDeriv(),,,TDFadeDeriv(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,TDFade 的解析導數；保留原生名。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S223,10 附表：運算與宿主函數｜不放入 Sources,TDFog(),,,TDFog(),vec4,MAT P,運算／宿主操作,調查項；非 Sources,讀取相機霧設定；不是單一 Fog source。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S224,10 附表：運算與宿主函數｜不放入 Sources,TDFrontFacing(),Front Facing,,TDFrontFacing(),bool,MAT P,運算／宿主操作,調查項；非 Sources,需要 position、normal 的原生 wrapper，normal 應正規化且同空間。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S225,10 附表：運算與宿主函數｜不放入 Sources,TDGamutRec2020ToRec709(),,,TDGamutRec2020ToRec709(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S226,10 附表：運算與宿主函數｜不放入 Sources,TDGamutRec709ToRec2020(),,,TDGamutRec709ToRec2020(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S227,10 附表：運算與宿主函數｜不放入 Sources,TDHSVToRGB(),HSV to RGB,,TDHSVToRGB(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S228,10 附表：運算與宿主函數｜不放入 Sources,TDHardShadow(),,,TDHardShadow(),float,MAT P,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S229,10 附表：運算與宿主函數｜不放入 Sources,TDImageStoreOutput(),Store Output Image,,TDImageStoreOutput(),void,TOP C,運算／宿主操作,調查項；非 Sources,TOP Compute 寫入 output image；TD 已處理 swizzle，勿重複套用。,T,https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S230,10 附表：運算與宿主函數｜不放入 Sources,TDImageStore_Name(),Store Image,,TDImageStore_Name(),void,M；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,MAT Render TOP image output 寫入；需有效 render context。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S231,10 附表：運算與宿主函數｜不放入 Sources,TDInstanceColor(),Instance Color,,TDInstanceColor(),vec4,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S232,10 附表：運算與宿主函數｜不放入 Sources,TDInstanceDeform(),Instance Position,,TDInstanceDeform(),vec4,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S233,10 附表：運算與宿主函數｜不放入 Sources,TDInstanceDeformVec(),Instance Vector,,TDInstanceDeformVec(),vec3,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S234,10 附表：運算與宿主函數｜不放入 Sources,TDInstanceTexCoord(),Instance Texture Coordinates,,TDInstanceTexCoord(),vec3,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S235,10 附表：運算與宿主函數｜不放入 Sources,TDInstanceTexture(),,,TDInstanceTexture(),vec4,MAT V 隱式／V+G+P 顯式 index,運算／宿主操作,調查項；非 Sources,無 texture index 參數的版本僅 Vertex；顯式 texture index 版本可用於各 stage。這是取樣結果，不能當 sampler 引用。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S236,10 附表：運算與宿主函數｜不放入 Sources,TDInterpolateTransformMatrices(),Transform Interpolation,,TDInterpolateTransformMatrices(),mat4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S237,10 附表：運算與宿主函數｜不放入 Sources,TDLighting(),,,TDLighting(),TDPhongResult,MAT P,運算／宿主操作,調查項；非 Sources,回傳 TDPhongResult；宿主燈光、陰影與投影計算。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S238,10 附表：運算與宿主函數｜不放入 Sources,TDLightingPBR(),,,TDLightingPBR(),TDPBRResult,MAT P,運算／宿主操作,調查項；非 Sources,回傳 TDPBRResult；保留 TD 實作與結果布局。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S239,10 附表：運算與宿主函數｜不放入 Sources,TDLoop(),Loop,,TDLoop(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S240,10 附表：運算與宿主函數｜不放入 Sources,TDLuminance(),Luminance,,TDLuminance(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S241,10 附表：運算與宿主函數｜不放入 Sources,TDOutputSwizzle(),,,TDOutputSwizzle(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,輸出格式適配，保留 TD 專名；不是一個 Sources 值。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S242,10 附表：運算與宿主函數｜不放入 Sources,TDPerlinNoise(),Perlin Noise,,TDPerlinNoise(),float,M／T；stage 依原生 overload,運算／宿主操作,已有運算入口,已有 TD helper 節點；共通別名不表示可替換成任意同類噪聲並保持畫面一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S243,10 附表：運算與宿主函數｜不放入 Sources,TDPerlinNoiseDeriv(),Perlin Gradient,,TDPerlinNoiseDeriv(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S244,10 附表：運算與宿主函數｜不放入 Sources,TDPickAdjust(),,,TDPickAdjust(),vec4,M；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,TD picking 投影修正，保留原生名。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S245,10 附表：運算與宿主函數｜不放入 Sources,TDPixelColor(),,,TDPixelColor(),vec4,MAT P,運算／宿主操作,調查項；非 Sources,可含 Geo Text glyph 處理，不能簡化為直通 Color。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S246,10 附表：運算與宿主函數｜不放入 Sources,TDProjMap(),,,TDProjMap(),vec4,MAT P,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S247,10 附表：運算與宿主函數｜不放入 Sources,TDQuadReproject(),,,TDQuadReproject(),vec4,M；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,TD 相機四點重投影，保留原生名。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S248,10 附表：運算與宿主函數｜不放入 Sources,TDQuaternionFromTo(),From-To Quaternion,,TDQuaternionFromTo(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
